home_team,away_team,home_score,home_xg,home_penalty,away_score,away_xg,away_penalty,home_manager,home_captain,away_manager,away_captain,Attendance,Venue,Officials,Round,Date,Score,Referee,Notes,Host,Year,home_goal,away_goal,home_goal_long,away_goal_long,home_own_goal,away_own_goal,home_penalty_goal,away_penalty_goal,home_penalty_miss_long,away_penalty_miss_long,home_penalty_shootout_goal_long,away_penalty_shootout_goal_long,home_penalty_shootout_miss_long,away_penalty_shootout_miss_long,home_red_card,away_red_card,home_yellow_red_card,away_yellow_red_card,home_yellow_card_long,away_yellow_card_long,home_substitute_in_long,away_substitute_in_long
Italy,Costa Rica,0,,,1,,,Cesare Prandelli,,Jorge Luis Pinto,,40285,"Itaipava Arena Pernambuco, Recife",Enrique Osses (Referee) · Carlos Astroza (AR1) · Sergio Román (AR2) · Alioum Alioum (4th),Group stage,2014-06-20,0–1,Enrique Osses,,Brazil,2014,,Bryan Ruiz · 44,,['44&rsquor;|0:1|Bryan Ruiz|Assist:|Júnior Díaz'],,,,,,,,,,,,,,,['69&rsquor;|0:1|Mario Balotelli'],['71&rsquor;|0:1|José Miguel Cubero'],"['46&rsquor;|0:1|Antonio Cassano|for Thiago Motta', '57&rsquor;|0:1|Lorenzo Insigne|for Antonio Candreva', '69&rsquor;|0:1|Alessio Cerci|for Claudio Marchisio']","['68&rsquor;|0:1|José Miguel Cubero|for Yeltsin Tejeda', '74&rsquor;|0:1|Marco Ureña|for Joel Campbell', '81&rsquor;|0:1|Randall Brenes|for Bryan Ruiz']"
Switzerland,France,2,,,5,,,Ottmar Hitzfeld,,Didier Deschamps,,51003,"Itaipava Arena Fonte Nova, Salvador",Björn Kuipers (Referee) · Sander van Roekel (AR1) · Erwin Zeinstra (AR2) · Svein Oddvar Moen (4th),Group stage,2014-06-20,2–5,Björn Kuipers,,Brazil,2014,Blerim Džemaili · 81|Granit Xhaka · 87,Olivier Giroud · 17|Blaise Matuidi · 18|Mathieu Valbuena · 40|Karim Benzema · 67|Moussa Sissoko · 73,"['81&rsquor;|1:5|Blerim Džemaili', '87&rsquor;|2:5|Granit Xhaka|Assist:|Gökhan Inler']","['17&rsquor;|0:1|Olivier Giroud|Assist:|Mathieu Valbuena', '18&rsquor;|0:2|Blaise Matuidi|Assist:|Karim Benzema', '40&rsquor;|0:3|Mathieu Valbuena|Assist:|Olivier Giroud', '67&rsquor;|0:4|Karim Benzema|Assist:|Paul Pogba', '73&rsquor;|0:5|Moussa Sissoko|Assist:|Karim Benzema']",,,,,,['32&rsquor;|0:2|Karim Benzema|Penalty saved by Diego Benaglio'],,,,,,,,,,['88&rsquor;|2:5|Yohan Cabaye'],"['9&rsquor;|0:0|Philippe Senderos|for Steve von Bergen', '46&rsquor;|0:3|Blerim Džemaili|for Valon Behrami', '69&rsquor;|0:4|Josip Drmić|for Haris Seferović']","['63&rsquor;|0:3|Paul Pogba|for Olivier Giroud', '66&rsquor;|0:3|Laurent Koscielny|for Mamadou Sakho', '82&rsquor;|1:5|Antoine Griezmann|for Mathieu Valbuena']"
Honduras,Ecuador,1,,,2,,,Luis Suárez,,Reinaldo Rueda,,39224,"Estádio Joaquim Américo Guimarães, Curitiba",Benjamin Williams (Referee) · Matthew Cream (AR1) · Hakan Anaz (AR2) · Yuichi Nishimura (4th),Group stage,2014-06-20,1–2,Benjamin Williams,,Brazil,2014,Carlo Costly · 31,Enner Valencia · 34|Enner Valencia · 65,['31&rsquor;|1:0|Carlo Costly'],"['34&rsquor;|1:1|Enner Valencia', '65&rsquor;|1:2|Enner Valencia|Assist:|Walter Ayoví']",,,,,,,,,,,,,,,"['7&rsquor;|0:0|Víctor Bernárdez', '45+3&rsquor;|1:1|Jerry Bengtson']","['57&rsquor;|1:1|Antonio Valencia', '72&rsquor;|1:2|Enner Valencia', '80&rsquor;|1:2|Jefferson Montero']","['46&rsquor;|1:1|Juan Carlos García|for Emilio Izaguirre', '71&rsquor;|1:2|Mario Martínez|for Luis Garrido', '82&rsquor;|1:2|Marvin Chávez|for Boniek García']","['82&rsquor;|1:2|Édison Méndez|for Felipe Caicedo', '83&rsquor;|1:2|Carlos Gruezo|for Oswaldo Minda', '90&rsquor;|1:2|Gabriel Achilier|for Jefferson Montero']"
Colombia,Côte d'Ivoire,2,,,1,,,José Pekerman,,Sabri Lamouchi,,68748,"Estádio Nacional de Brasília, Brasília",Howard Webb (Referee) · Michael Mullarkey (AR1) · Darren Cann (AR2) · Víctor Carrillo (4th),Group stage,2014-06-19,2–1,Howard Webb,,Brazil,2014,James Rodríguez · 64|Juan Quintero · 70,Gervinho · 73,"['64&rsquor;|1:0|James Rodríguez|Assist:|Juan Cuadrado', '70&rsquor;|2:0|Juan Quintero|Assist:|Teófilo Gutiérrez']",['73&rsquor;|2:1|Gervinho'],,,,,,,,,,,,,,,,"['55&rsquor;|0:0|Didier Zokora', '90&rsquor;|2:1|Cheick Tioté']","['53&rsquor;|0:0|Juan Quintero|for Víctor Ibarbo', '72&rsquor;|2:0|Santiago Arias|for Pablo Armero', '79&rsquor;|2:1|Alexander Mejía|for Abel Aguilar']","['60&rsquor;|0:0|Didier Drogba|for Wilfried Bony', '67&rsquor;|1:0|Salomon Kalou|for Max Gradel', '73&rsquor;|2:0|Mathis Bolly|for Serey Die']"
Uruguay,England,2,,,1,,,Óscar Tabárez,,Roy Hodgson,,62575,"Arena Corinthians, São Paulo",Carlos Velasco (Referee) · Roberto Alonso (AR1) · Juan Carlos Yuste (AR2) · Alireza Faghani (4th),Group stage,2014-06-19,2–1,Carlos Velasco,,Brazil,2014,Luis Suárez · 39|Luis Suárez · 85,Wayne Rooney · 75,"['39&rsquor;|1:0|Luis Suárez|Assist:|Edinson Cavani', '85&rsquor;|2:1|Luis Suárez']",['75&rsquor;|1:1|Wayne Rooney|Assist:|Glen Johnson'],,,,,,,,,,,,,,,['9&rsquor;|0:0|Diego Godín'],['68&rsquor;|1:0|Steven Gerrard'],"['67&rsquor;|1:0|Cristhian Stuani|for Nicolás Lodeiro', '78&rsquor;|1:1|Jorge Fucile|for Álvaro González', '88&rsquor;|2:1|Sebastián Coates|for Luis Suárez']","['64&rsquor;|1:0|Ross Barkley|for Raheem Sterling', '71&rsquor;|1:0|Adam Lallana|for Danny Welbeck', '89&rsquor;|2:1|Rickie Lambert|for Jordan Henderson']"
Japan,Greece,0,,,0,,,Alberto Zaccheroni,,Fernando Santos,,39485,"Arena das Dunas, Natal",Joel Aguilar (Referee) · William Torres (AR1) · Juan Zumba (AR2) · Norbert Hauata (4th),Group stage,2014-06-19,0–0,Joel Aguilar,,Brazil,2014,,,,,,,,,,,,,,,,,,Kostas Katsouranis · 38,['12&rsquor;|0:0|Makoto Hasebe'],"['27&rsquor;|0:0|Kostas Katsouranis', '55&rsquor;|0:0|Georgios Samaras', '89&rsquor;|0:0|Vasilis Torosidis']","['46&rsquor;|0:0|Yasuhito Endō|for Makoto Hasebe', '57&rsquor;|0:0|Shinji Kagawa|for Yuya Osako']","['35&rsquor;|0:0|Theofanis Gekas|for Kostas Mitroglou', '41&rsquor;|0:0|Giorgos Karagounis|for Giannis Fetfatzidis', '81&rsquor;|0:0|Dimitris Salpingidis|for Panagiotis Kone']"
Australia,Netherlands,2,,,3,,,Ange Postecoglou,,Louis van Gaal,,42877,"Estádio José Pinheiro Borba, Porto Alegre",Djamel Haïmoudi (Referee) · Redouane Achik (AR1) · Abdelhak Etchiali (AR2) · Bakary Papa Gassama (4th),Group stage,2014-06-18,2–3,Djamel Haïmoudi,,Brazil,2014,Tim Cahill · 21,Arjen Robben · 20|Robin van Persie · 58|Memphis · 68,['21&rsquor;|1:1|Tim Cahill|Assist:|Ryan McGowan'],"['20&rsquor;|0:1|Arjen Robben|Assist:|Daley Blind', '58&rsquor;|2:2|Robin van Persie|Assist:|Memphis', '68&rsquor;|2:3|Memphis|Assist:|Jonathan de Guzmán']",,,Mile Jedinak (P) · 54,,,,,,,,,,,,['43&rsquor;|1:1|Tim Cahill'],['47&rsquor;|1:1|Robin van Persie'],"['51&rsquor;|1:1|Oliver Bozanic|for Mark Bresciano', '69&rsquor;|2:3|Ben Halloran|for Tim Cahill', '77&rsquor;|2:3|Adam Taggart|for Tommy Oar']","['45+3&rsquor;|1:1|Memphis|for Bruno Martins Indi', '78&rsquor;|2:3|Georginio Wijnaldum|for Jonathan de Guzmán', '87&rsquor;|2:3|Jeremain Lens|for Robin van Persie']"
Spain,Chile,0,,,2,,,Del Bosque,,Jorge Sampaoli,,74101,"Estadio Jornalista Mário Filho, Rio de Janeiro",Mark Geiger (Referee) · Sean Hurd (AR1) · Joe Fletcher (AR2) · Nawaf Shukralla (4th),Group stage,2014-06-18,0–2,Mark Geiger,,Brazil,2014,,Eduardo Vargas · 20|Charles Aránguiz · 43,,"['20&rsquor;|0:1|Eduardo Vargas|Assist:|Charles Aránguiz', '43&rsquor;|0:2|Charles Aránguiz']",,,,,,,,,,,,,,,['41&rsquor;|0:1|Xabi Alonso'],"['26&rsquor;|0:1|Arturo Vidal', '61&rsquor;|0:2|Eugenio Mena']","['46&rsquor;|0:2|Koke|for Xabi Alonso', '64&rsquor;|0:2|Fernando Torres|for Diego Costa', '76&rsquor;|0:2|Santi Cazorla|for Pedro']","['64&rsquor;|0:2|Felipe Gutiérrez|for Charles Aránguiz', '85&rsquor;|0:2|Jorge Valdivia|for Eduardo Vargas', '88&rsquor;|0:2|Carlos Carmona|for Arturo Vidal']"
Cameroon,Croatia,0,,,4,,,Volker Finke,,Niko Kovač,,39982,"Arena da Amazônia, Manaus",Pedro Proença (Referee) · Bertino Miranda (AR1) · José Trigo (AR2) · Walter López (4th),Group stage,2014-06-18,0–4,Pedro Proença,,Brazil,2014,,Ivica Olić · 11|Ivan Perišić · 48|Mario Mandžukić · 61|Mario Mandžukić · 73,,"['11&rsquor;|0:1|Ivica Olić|Assist:|Ivan Perišić', '48&rsquor;|0:2|Ivan Perišić', '61&rsquor;|0:3|Mario Mandžukić|Assist:|Danijel Pranjić', '73&rsquor;|0:4|Mario Mandžukić']",,,,,,,,,,,Alex Song · 40,,,,,['80&rsquor;|0:4|Eduardo da Silva'],"['46&rsquor;|0:1|Dany Nounkeu|for Aurélien Chedjou', '70&rsquor;|0:3|Pierre Webó|for Vincent Aboubakar', '75&rsquor;|0:4|Edgar Salli|for Eric Maxim Choupo-Moting']","['69&rsquor;|0:3|Eduardo da Silva|for Ivica Olić', '72&rsquor;|0:3|Mateo Kovačić|for Sammir', '78&rsquor;|0:4|Ante Rebić|for Ivan Perišić']"
Belgium,Algeria,2,,,1,,,Marc Wilmots,,Vahid Halilhodžić,,56800,"Estádio Governador Magalhães Pinto, Belo Horizonte",Marcos Rodriguez (Referee) · Marvin Torrentera (AR1) · Marcos Quintero (AR2) · Alireza Faghani (4th),Group stage,2014-06-17,2–1,Marcos Rodriguez,,Brazil,2014,Marouane Fellaini · 70|Dries Mertens · 80,,"['70&rsquor;|1:1|Marouane Fellaini|Assist:|Kevin De Bruyne', '80&rsquor;|2:1|Dries Mertens|Assist:|Eden Hazard']",,,,,Sofiane Feghouli (P) · 25,,,,,,,,,,,['24&rsquor;|0:0|Jan Vertonghen'],['34&rsquor;|0:1|Nabil Bentaleb'],"['46&rsquor;|0:1|Dries Mertens|for Nacer Chadli', '58&rsquor;|0:1|Divock Origi|for Romelu Lukaku', '65&rsquor;|0:1|Marouane Fellaini|for Mousa Dembélé']","['66&rsquor;|0:1|Islam Slimani|for Hillel Soudani', '71&rsquor;|1:1|Mehdi Lacen|for Riyad Mahrez', '84&rsquor;|2:1|Nabil Ghilas|for Carl Medjani']"
Brazil,Mexico,0,,,0,,,Luiz Felipe Scolari,,Miguel Herrera,,60342,"Estádio Castelão, Fortaleza",Cüneyt Çakιr (Referee) · Bahattin Duran (AR1) · Tarık Ongun (AR2) · Svein Oddvar Moen (4th),Group stage,2014-06-17,0–0,Cüneyt Çakιr,,Brazil,2014,,,,,,,,,,,,,,,,,,,"['45&rsquor;|0:0|Ramires', '79&rsquor;|0:0|Thiago Silva']","['59&rsquor;|0:0|Paul Aguilar', '62&rsquor;|0:0|José Juan Vázquez']","['46&rsquor;|0:0|Bernard|for Ramires', '68&rsquor;|0:0|Jô|for Fred', '84&rsquor;|0:0|Willian|for Oscar']","['74&rsquor;|0:0|Javier Hernández|for Oribe Peralta', '76&rsquor;|0:0|Marco Fabián|for Héctor Herrera', '84&rsquor;|0:0|Raúl Jiménez|for Giovani dos Santos']"
Russia,Korea Republic,1,,,1,,,Fabio Capello,,Hong Myung-bo,,37603,"Arena Pantanal, Cuiabá",Néstor Pitana (Referee) · Hernán Maidana (AR1) · Juan Pablo Belatti (AR2) · Roberto Moreno (4th),Group stage,2014-06-17,1–1,Néstor Pitana,,Brazil,2014,Aleksandr Kerzhakov · 74,Lee Keun-ho · 68,['74&rsquor;|1:1|Aleksandr Kerzhakov|Assist:|Andrey Yeshchenko'],['68&rsquor;|0:1|Lee Keun-ho|Assist:|Han Kook-young'],,,,,,,,,,,,,,,['49&rsquor;|0:0|Oleg Shatov'],"['13&rsquor;|0:0|Son Heung-min', '30&rsquor;|0:0|Ki Sung-yueng', '90&rsquor;|1:1|Koo Ja-cheol']","['59&rsquor;|0:0|Alan Dzagoev|for Oleg Shatov', '71&rsquor;|0:1|Aleksandr Kerzhakov|for Yuri Zhirkov', '72&rsquor;|0:1|Igor Denisov|for Denis Glushakov']","['56&rsquor;|0:0|Lee Keun-ho|for Park Chu-young', '72&rsquor;|0:1|Hwang Seok-ho|for Hong Jeong-ho', '84&rsquor;|1:1|Kim Bo-kyung|for Son Heung-min']"
Germany,Portugal,4,,,0,,,Joachim Löw,,Paulo Bento,,51081,"Itaipava Arena Fonte Nova, Salvador",Milorad Mažić (Referee) · Milovan Ristić (AR1) · Dalibor Đurđević (AR2) · Alioum Alioum (4th),Group stage,2014-06-16,4–0,Milorad Mažić,,Brazil,2014,Mats Hummels · 32|Thomas Müller · 45+1|Thomas Müller · 78,,"['32&rsquor;|2:0|Mats Hummels|Assist:|Toni Kroos', '45+1&rsquor;|3:0|Thomas Müller', '78&rsquor;|4:0|Thomas Müller']",,,,Thomas Müller (P) · 12,,,,,,,,,Pepe · 37,,,,['11&rsquor;|0:0|João Pereira'],"['63&rsquor;|3:0|André Schürrle|for Mesut Özil', '73&rsquor;|3:0|Shkodran Mustafi|for Mats Hummels', '82&rsquor;|4:0|Lukas Podolski|for Thomas Müller']","['28&rsquor;|1:0|Éder|for Hugo Almeida', '46&rsquor;|3:0|Ricardo Costa|for Miguel Veloso', '65&rsquor;|3:0|André Almeida|for Fábio Coentrão']"
IR Iran,Nigeria,0,,,0,,,Carlos Queiroz,,Stephen Keshi,,39081,"Estádio Joaquim Américo Guimarães, Curitiba",Carlos Vera (Referee) · Christian Lescano (AR1) · Byron Romero (AR2) · Wilmar Roldán (4th),Group stage,2014-06-16,0–0,Carlos Vera,,Brazil,2014,,,,,,,,,,,,,,,,,,,['75&rsquor;|0:0|Andranik Teymourian'],,"['78&rsquor;|0:0|Alireza Jahanbakhsh|for Ashkan Dejagah', '89&rsquor;|0:0|Masoud Shojaei|for Khosro Heydari']","['29&rsquor;|0:0|Joseph Yobo|for Godfrey Oboabona', '52&rsquor;|0:0|Shola Ameobi|for Victor Moses', '69&rsquor;|0:0|Peter Odemwingie|for Ramon Azeez']"
Ghana,United States,1,,,2,,,Kwesi Appiah,,Jürgen Klinsmann,,39760,"Arena das Dunas, Natal",Jonas Eriksson (Referee) · Mathias Klasenius (AR1) · Daniel Wärnmark (AR2) · Norbert Hauata (4th),Group stage,2014-06-16,1–2,Jonas Eriksson,,Brazil,2014,André Ayew · 82,Clint Dempsey · 1|John Brooks · 86,['82&rsquor;|1:1|André Ayew|Assist:|Asamoah Gyan'],"['1&rsquor;|0:1|Clint Dempsey|Assist:|Jermaine Jones', '86&rsquor;|1:2|John Brooks|Assist:|Graham Zusi']",,,,,,,,,,,,,,,"['30&rsquor;|0:1|Mohammed Rabiu', '90+2&rsquor;|1:2|Sulley Muntari']",,"['59&rsquor;|0:1|Kevin-Prince Boateng|for Jordan Ayew', '71&rsquor;|0:1|Michael Essien|for Mohammed Rabiu', '78&rsquor;|0:1|Albert Adomah|for Christian Atsu']","['23&rsquor;|0:1|Aron Jóhannsson|for Jozy Altidore', '46&rsquor;|0:1|John Brooks|for Matt Besler', '77&rsquor;|0:1|Graham Zusi|for Alejandro Bedoya']"
Switzerland,Ecuador,2,,,1,,,Ottmar Hitzfeld,,Reinaldo Rueda,,68351,"Estádio Nacional de Brasília, Brasília",Ravshan Irmatov (Referee) · Abdukhamidullo Rasulov (AR1) · Bahadır Koçkarov (AR2) · Svein Oddvar Moen (4th),Group stage,2014-06-15,2–1,Ravshan Irmatov,,Brazil,2014,Admir Mehmedi · 48|Haris Seferović · 90+3,Enner Valencia · 22,"['48&rsquor;|1:1|Admir Mehmedi|Assist:|Ricardo Rodríguez', '90+3&rsquor;|2:1|Haris Seferović|Assist:|Ricardo Rodríguez']",['22&rsquor;|0:1|Enner Valencia|Assist:|Walter Ayoví'],,,,,,,,,,,,,,,['84&rsquor;|1:1|Johan Djourou'],['53&rsquor;|1:1|Juan Carlos Paredes'],"['46&rsquor;|0:1|Admir Mehmedi|for Valentin Stocker', '75&rsquor;|1:1|Haris Seferović|for Josip Drmić']","['70&rsquor;|1:1|Michael Arroyo|for Felipe Caicedo', '76&rsquor;|1:1|Joao Rojas|for Jefferson Montero']"
France,Honduras,3,,,0,,,Didier Deschamps,,Luis Suárez,,43012,"Estádio José Pinheiro Borba, Porto Alegre",Sandro Ricci (Referee) · Emerson de Carvalho (AR1) · Marcelo Van Gasse (AR2) · Peter O'Leary (4th),Group stage,2014-06-15,3–0,Sandro Ricci,,Brazil,2014,Karim Benzema · 72,,['72&rsquor;|3:0|Karim Benzema|Assist:|Patrice Evra'],,Noel Valladares (OG) · 48,,Karim Benzema (P) · 45,,,,,,,,,,,Wilson Palacios · 43,"['7&rsquor;|0:0|Patrice Evra', '28&rsquor;|0:0|Paul Pogba', '45+2&rsquor;|1:0|Yohan Cabaye']","['28&rsquor;|0:0|Wilson Palacios', '53&rsquor;|2:0|Boniek García', '83&rsquor;|3:0|Luis Garrido']","['57&rsquor;|2:0|Moussa Sissoko|for Paul Pogba', '65&rsquor;|2:0|Rio Mavuba|for Yohan Cabaye', '78&rsquor;|3:0|Olivier Giroud|for Mathieu Valbuena']","['46&rsquor;|1:0|Osman Chávez|for Víctor Bernárdez', '46&rsquor;|1:0|Boniek García|for Jerry Bengtson', '58&rsquor;|2:0|Jorge Claros|for Andy Najar']"
Argentina,Bosnia and Herzegovina,2,,,1,,,Alejandro Sabella,,Safet Sušić,,74738,"Estadio Jornalista Mário Filho, Rio de Janeiro",Joel Aguilar (Referee) · William Torres (AR1) · Juan Zumba (AR2) · Djamel Haïmoudi (4th),Group stage,2014-06-15,2–1,Joel Aguilar,,Brazil,2014,Lionel Messi · 65,Vedad Ibišević · 85,['65&rsquor;|2:0|Lionel Messi|Assist:|Gonzalo Higuaín'],['85&rsquor;|2:1|Vedad Ibišević|Assist:|Senad Lulić'],Sead Kolašinac (OG) · 3,,,,,,,,,,,,,,['25&rsquor;|1:0|Marcos Rojo'],['63&rsquor;|1:0|Emir Spahić'],"['46&rsquor;|1:0|Gonzalo Higuaín|for Maxi Rodríguez', '46&rsquor;|1:0|Fernando Gago|for Hugo Campagnaro', '87&rsquor;|2:1|Lucas Biglia|for Sergio Agüero']","['69&rsquor;|2:0|Vedad Ibišević|for Mensur Mujdža', '71&rsquor;|2:0|Edin Višća|for Izet Hajrović', '74&rsquor;|2:0|Haris Medunjanin|for Zvjezdan Misimović']"
Colombia,Greece,3,,,0,,,José Pekerman,,Fernando Santos,,57174,"Estádio Governador Magalhães Pinto, Belo Horizonte",Mark Geiger (Referee) · Sean Hurd (AR1) · Joe Fletcher (AR2) · Alireza Faghani (4th),Group stage,2014-06-14,3–0,Mark Geiger,,Brazil,2014,Pablo Armero · 6|Teófilo Gutiérrez · 58|James Rodríguez · 90+3,,"['6&rsquor;|1:0|Pablo Armero|Assist:|Juan Cuadrado', '58&rsquor;|2:0|Teófilo Gutiérrez|Assist:|Abel Aguilar', '90+3&rsquor;|3:0|James Rodríguez|Assist:|Juan Cuadrado']",,,,,,,,,,,,,,,,['26&rsquor;|1:0|Carlos Sánchez'],"['52&rsquor;|1:0|Sokratis Papastathopoulos', '55&rsquor;|1:0|Dimitris Salpingidis']","['69&rsquor;|2:0|Alexander Mejía|for Abel Aguilar', '74&rsquor;|2:0|Santiago Arias|for Pablo Armero', '76&rsquor;|2:0|Jackson Martínez|for Teófilo Gutiérrez']","['57&rsquor;|1:0|Giannis Fetfatzidis|for Dimitris Salpingidis', '64&rsquor;|2:0|Kostas Mitroglou|for Theofanis Gekas', '78&rsquor;|2:0|Giorgos Karagounis|for Panagiotis Kone']"
Uruguay,Costa Rica,1,,,3,,,Óscar Tabárez,,Jorge Luis Pinto,,58679,"Estádio Castelão, Fortaleza",Felix Brych (Referee) · Mark Borsch (AR1) · Stefan Lupp (AR2) · Víctor Carrillo (4th),Group stage,2014-06-14,1–3,Felix Brych,,Brazil,2014,,Joel Campbell · 54|Óscar Duarte · 57|Marco Ureña · 84,,"['54&rsquor;|1:1|Joel Campbell', '57&rsquor;|1:2|Óscar Duarte|Assist:|Christian Bolaños', '84&rsquor;|1:3|Marco Ureña|Assist:|Joel Campbell']",,,Edinson Cavani (P) · 24,,,,,,,,Maxi Pereira · 90+4,,,,"['50&rsquor;|1:0|Diego Lugano', '56&rsquor;|1:1|Walter Gargano', '81&rsquor;|1:2|Martín Cáceres']",,"['60&rsquor;|1:2|Nicolás Lodeiro|for Diego Forlán', '60&rsquor;|1:2|Álvaro González|for Walter Gargano', '76&rsquor;|1:2|Abel Hernández|for Cristian Rodríguez']","['74&rsquor;|1:2|José Miguel Cubero|for Yeltsin Tejeda', '83&rsquor;|1:2|Marco Ureña|for Bryan Ruiz', '89&rsquor;|1:3|Michael Barrantes|for Christian Bolaños']"
England,Italy,1,,,2,,,Roy Hodgson,,Cesare Prandelli,,39800,"Arena da Amazônia, Manaus",Björn Kuipers (Referee) · Sander van Roekel (AR1) · Erwin Zeinstra (AR2) · Walter López (4th),Group stage,2014-06-14,1–2,Björn Kuipers,,Brazil,2014,Daniel Sturridge · 37,Claudio Marchisio · 35|Mario Balotelli · 50,['37&rsquor;|1:1|Daniel Sturridge|Assist:|Wayne Rooney'],"['35&rsquor;|0:1|Claudio Marchisio|Assist:|Marco Verratti', '50&rsquor;|1:2|Mario Balotelli|Assist:|Antonio Candreva']",,,,,,,,,,,,,,,['90+2&rsquor;|1:2|Raheem Sterling'],,"['61&rsquor;|1:2|Ross Barkley|for Danny Welbeck', '73&rsquor;|1:2|Jack Wilshere|for Jordan Henderson', '80&rsquor;|1:2|Adam Lallana|for Daniel Sturridge']","['57&rsquor;|1:2|Thiago Motta|for Marco Verratti', '73&rsquor;|1:2|Ciro Immobile|for Mario Balotelli', '79&rsquor;|1:2|Marco Parolo|for Antonio Candreva']"
Côte d'Ivoire,Japan,2,,,1,,,Sabri Lamouchi,,Alberto Zaccheroni,,40267,"Itaipava Arena Pernambuco, Recife",Enrique Osses (Referee) · Carlos Astroza (AR1) · Sergio Román (AR2) · Alioum Alioum (4th),Group stage,2014-06-14,2–1,Enrique Osses,,Brazil,2014,Wilfried Bony · 64|Gervinho · 66,Keisuke Honda · 16,"['64&rsquor;|1:1|Wilfried Bony|Assist:|Serge Aurier', '66&rsquor;|2:1|Gervinho|Assist:|Serge Aurier']",['16&rsquor;|0:1|Keisuke Honda|Assist:|Yuto Nagatomo'],,,,,,,,,,,,,,,"['54&rsquor;|0:1|Sol Bamba', '58&rsquor;|0:1|Didier Zokora']","['23&rsquor;|0:1|Maya Yoshida', '64&rsquor;|1:1|Masato Morishige']","['62&rsquor;|0:1|Didier Drogba|for Serey Die', '75&rsquor;|2:1|Constant Djakpa|for Arthur Boka', '78&rsquor;|2:1|Didier Ya Konan|for Wilfried Bony']","['54&rsquor;|0:1|Yasuhito Endō|for Makoto Hasebe', '67&rsquor;|2:1|Yoshito Ōkubo|for Yuya Osako', '86&rsquor;|2:1|Yoichiro Kakitani|for Shinji Kagawa']"
Mexico,Cameroon,1,,,0,,,Miguel Herrera,,Volker Finke,,39216,"Arena das Dunas, Natal",Wilmar Roldán (Referee) · Humberto Clavijo (AR1) · Eduardo Díaz (AR2) · Norbert Hauata (4th),Group stage,2014-06-13,1–0,Wilmar Roldán,,Brazil,2014,Oribe Peralta · 61,,['61&rsquor;|1:0|Oribe Peralta'],,,,,,,,,,,,,,,,['57&rsquor;|0:0|Héctor Moreno'],['77&rsquor;|1:0|Dany Nounkeu'],"['69&rsquor;|1:0|Marco Fabián|for Andrés Guardado', '74&rsquor;|1:0|Javier Hernández|for Oribe Peralta', '90+2&rsquor;|1:0|Carlos Salcido|for Héctor Herrera']","['46&rsquor;|0:0|Dany Nounkeu|for Cédric Djeugoué', '79&rsquor;|1:0|Pierre Webó|for Alex Song']"
Spain,Netherlands,1,,,5,,,Del Bosque,,Louis van Gaal,,48173,"Itaipava Arena Fonte Nova, Salvador",Nicola Rizzoli (Referee) · Renato Faverani (AR1) · Andrea Stefani (AR2) · Svein Oddvar Moen (4th),Group stage,2014-06-13,1–5,Nicola Rizzoli,,Brazil,2014,,Robin van Persie · 44|Arjen Robben · 53|Stefan de Vrij · 65|Robin van Persie · 72|Arjen Robben · 80,,"['44&rsquor;|1:1|Robin van Persie|Assist:|Daley Blind', '53&rsquor;|1:2|Arjen Robben|Assist:|Daley Blind', '65&rsquor;|1:3|Stefan de Vrij|Assist:|Wesley Sneijder', '72&rsquor;|1:4|Robin van Persie', '80&rsquor;|1:5|Arjen Robben']",,,Xabi Alonso (P) · 27,,,,,,,,,,,,['65&rsquor;|1:2|Iker Casillas'],"['25&rsquor;|0:0|Jonathan de Guzmán', '41&rsquor;|1:0|Stefan de Vrij', '66&rsquor;|1:3|Robin van Persie']","['63&rsquor;|1:2|Fernando Torres|for Diego Costa', '63&rsquor;|1:2|Pedro|for Xabi Alonso', '78&rsquor;|1:4|Cesc Fàbregas|for David Silva']","['62&rsquor;|1:2|Georginio Wijnaldum|for Jonathan de Guzmán', '77&rsquor;|1:4|Joël Veltman|for Stefan de Vrij', '79&rsquor;|1:4|Jeremain Lens|for Robin van Persie']"
Chile,Australia,3,,,1,,,Jorge Sampaoli,,Ange Postecoglou,,40275,"Arena Pantanal, Cuiabá",Noumandiez Doué (Referee) · Songuifolo Yéo (AR1) · Jean-Claude Birumushahu (AR2) · Roberto Moreno (4th),Group stage,2014-06-13,3–1,Noumandiez Doué,,Brazil,2014,Alexis Sánchez · 12|Jorge Valdivia · 14|Jean Beausejour · 90+2,Tim Cahill · 35,"['12&rsquor;|1:0|Alexis Sánchez', '14&rsquor;|2:0|Jorge Valdivia|Assist:|Alexis Sánchez', '90+2&rsquor;|3:1|Jean Beausejour']",['35&rsquor;|2:1|Tim Cahill|Assist:|Ivan Franjic'],,,,,,,,,,,,,,,['86&rsquor;|2:1|Charles Aránguiz'],"['44&rsquor;|2:1|Tim Cahill', '58&rsquor;|2:1|Mile Jedinak', '67&rsquor;|2:1|Mark Milligan']","['60&rsquor;|2:1|Felipe Gutiérrez|for Arturo Vidal', '68&rsquor;|2:1|Jean Beausejour|for Jorge Valdivia', '88&rsquor;|2:1|Mauricio Pinilla|for Eduardo Vargas']","['49&rsquor;|2:1|Ryan McGowan|for Ivan Franjic', '68&rsquor;|2:1|Ben Halloran|for Tommy Oar', '78&rsquor;|2:1|James Troisi|for Mark Bresciano']"
